location_id,age_group_id,cause_id,measure_id,metric_id,sex_id,year_id,acause,age_group_name,cause_name,expected,location_name,location_type,measure,measure_name,metric_name,sex,val,upper,lower,is_estimate
90,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Norway,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000797181519387655,0.000920860007640364,0.000663372597108971,0
91,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Portugal,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000962258545810471,0.00110479488854942,0.000816049517537678,1
92,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Spain,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000680623172662901,0.000770145713761545,0.000608514831168455,1
93,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Sweden,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000684311652179456,0.000770912679312853,0.000581971241688011,1
94,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Switzerland,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000493281749107677,0.000572182049829345,0.000412494534850178,1
95,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,United Kingdom,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000908043486068735,0.00101118700110957,0.000810717101867781,0
96,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Southern Latin America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00318768910734892,0.00353034951024847,0.00283647651029462,0
97,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Argentina,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00362631149762799,0.00411299276198927,0.00308339965316918,1
98,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Chile,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00219754401011729,0.00239174217247309,0.00203864248894889,1
99,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Uruguay,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00286702952475276,0.00335146309918322,0.00236180131623767,1
100,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,High-income North America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000943584258528472,0.00106139649414064,0.000814673665972401,0
101,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Canada,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000872983640806458,0.000983619410649495,0.000752061321055686,1
102,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,United States of America,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.000951951062524311,0.00107473915870944,0.000821899060208763,0
103,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Latin America and Caribbean,superregion,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00321105582666233,0.00348161082453703,0.00296239125030092,0
104,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Caribbean,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00444024739634063,0.0059438798284807,0.0032250769857628,0
105,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Antigua and Barbuda,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00314987528447597,0.00376979426161452,0.00260767746553993,1
106,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Bahamas,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00374682208906877,0.00447150650578088,0.00312104967707741,1
107,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Barbados,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00420312778513873,0.00491879346153344,0.00348071675810863,1
108,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Belize,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.0053002713890159,0.00638654846748141,0.00433531687363561,1
109,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Cuba,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00205888271446058,0.00238934412385557,0.0017574393742792,1
110,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Dominica,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00416578306432773,0.00624023504645162,0.00269359600322898,1
111,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Dominican Republic,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00376370163614145,0.00527917155391801,0.00251359798916901,1
112,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Grenada,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00479435976264844,0.00604623650229297,0.00388580652121901,1
113,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Guyana,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00591368626191238,0.00743497994571648,0.00454276279456499,1
114,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Haiti,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00907262672418285,0.0146258973603721,0.00400228999530474,1
115,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Jamaica,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00470160438024006,0.00577414196804648,0.00379545411762511,1
116,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Saint Lucia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00426807087918526,0.00506404398995739,0.00355411331032281,1
117,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Saint Vincent and the Grenadines,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00541174663855066,0.00676766319084253,0.00433817573221827,1
118,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Suriname,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00563512549737342,0.00803071645258721,0.00372453326126671,1
119,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Trinidad and Tobago,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00413479077966093,0.0048406486240621,0.00345556704363105,1
120,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Andean Latin America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00446548734145113,0.00565699669707035,0.00359635341410362,0
121,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Bolivia (Plurinational State of),admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00641514961954062,0.00910311155772678,0.00428756219676709,1
122,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Ecuador,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00316857900031032,0.00358060963034786,0.00278922027804811,1
123,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Peru,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00448965844702816,0.00592239763361163,0.00328933869696293,1
124,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Central Latin America,region,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00312184477178515,0.00341202803327393,0.00284459061673648,0
125,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Colombia,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00253574824505337,0.00281441770738178,0.00231103140305674,1
126,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,Costa Rica,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00211520566849239,0.00240714579470642,0.00180896956623143,1
127,27,432,2,3,2,2023,neo_cervical,Age-standardized,Cervical cancer,FALSE,El Salvador,admin0,daly,DALYs (Disability-Adjusted Life Years),Rate,Female,0.00571525679358244,0.00815873966350741,0.00409894691949464,1
